File_name,Noun_Freq,Verb_Freq,Adj_Freq,Adv_Freq,PERSON_Tags,LOC_Tags,ORG_Tags
in/USEcorpus/a1/3072.a1.txt,1338.2899628252787,1375.4646840148698,762.0817843866171,669.1449814126394,0,0,0
in/USEcorpus/a1/0143.a1.txt,1435.6435643564355,1287.1287128712872,668.3168316831684,705.4455445544554,1,0,1
in/USEcorpus/a1/1092.a1.txt,1024.5901639344263,1325.136612021858,573.7704918032787,901.6393442622951,0,0,0
in/USEcorpus/a1/0120.a1.txt,1293.6610608020699,1474.7736093143596,672.7037516170763,827.9430789133248,4,0,0
in/USEcorpus/a1/3011.a1.txt,1943.7939110070256,1030.4449648711943,819.6721311475409,468.384074941452,0,0,0
in/USEcorpus/a1/0151.a1.txt,968.1697612732096,1578.2493368700266,530.5039787798408,742.7055702917771,1,0,0
in/USEcorpus/a1/3003.a1.txt,1478.4394250513346,1067.7618069815196,965.0924024640657,739.2197125256673,2,2,1
in/USEcorpus/a1/0167.a1.txt,1268.4989429175475,1173.3615221987316,634.2494714587738,940.8033826638477,3,0,9
in/USEcorpus/a1/0104.a1.txt,1320.9876543209875,1197.530864197531,567.9012345679013,679.0123456790124,0,1,5
in/USEcorpus/a1/0179.a1.txt,1191.7098445595855,1424.8704663212436,544.041450777202,556.9948186528497,0,0,0
in/USEcorpus/a1/3035.a1.txt,1272.7272727272725,1018.1818181818182,636.3636363636363,472.7272727272727,7,0,5
in/USEcorpus/a1/3044.a1.txt,1475.0957854406129,977.0114942528736,766.2835249042145,804.5977011494252,0,0,3
in/USEcorpus/a1/0108.a1.txt,1248.3574244415245,1327.2010512483573,446.78055190538765,630.7490144546648,1,0,0
in/USEcorpus/a1/3039.a1.txt,1635.2201257861634,1320.754716981132,817.6100628930817,817.6100628930817,0,0,0
in/USEcorpus/a1/0175.a1.txt,1105.5276381909548,1407.035175879397,628.1407035175879,753.7688442211055,0,0,1
in/USEcorpus/a1/0116.a1.txt,1338.235294117647,1426.4705882352941,632.3529411764706,852.9411764705883,0,0,0
in/USEcorpus/a1/3027.a1.txt,1383.5376532399298,1260.9457092819614,788.0910683012258,560.4203152364273,0,0,0
in/USEcorpus/a1/2021.a1.txt,1433.6492890995262,1338.862559241706,770.1421800947868,604.2654028436019,0,0,0
in/USEcorpus/a1/1010.a1.txt,1277.9552715654952,1277.9552715654952,726.8370607028754,567.0926517571885,6,0,8
in/USEcorpus/a1/1073.a1.txt,1328.0363223609534,1293.9841089670829,601.589103291714,635.6413166855846,2,0,0
in/USEcorpus/a1/0215.a1.txt,1226.3300270513978,1190.2614968440037,441.8394950405771,595.1307484220018,13,2,24
in/USEcorpus/a1/2042.a1.txt,1062.176165803109,1308.2901554404145,686.5284974093264,634.7150259067358,4,0,0
in/USEcorpus/a1/0219.a1.txt,1457.8313253012047,1156.6265060240964,698.7951807228916,626.5060240963855,0,0,0
in/USEcorpus/a1/1102.a1.txt,1198.6301369863013,1381.2785388127854,730.5936073059361,730.5936073059361,6,2,1
in/USEcorpus/a1/0207.a1.txt,1215.1898734177214,1443.0379746835442,594.9367088607595,556.9620253164557,1,0,0
in/USEcorpus/a1/1061.a1.txt,1172.5067385444745,1280.323450134771,552.5606469002695,633.4231805929918,0,0,0
in/USEcorpus/a1/2050.a1.txt,1615.2897657213316,1504.315659679408,554.8705302096178,332.9223181257707,0,0,0
in/USEcorpus/a1/2005.a1.txt,1480.7692307692307,1230.769230769231,740.3846153846154,634.6153846153845,3,0,0
in/USEcorpus/a1/1049.a1.txt,1174.9680715197956,1455.9386973180078,651.3409961685824,638.5696040868455,0,0,0
in/USEcorpus/a1/0198.a1.txt,1317.2804532577902,1402.2662889518415,609.0651558073654,495.75070821529744,5,0,2
in/USEcorpus/a1/1034.a1.txt,1454.0816326530612,1326.530612244898,573.9795918367347,599.4897959183673,0,0,0
in/USEcorpus/a1/1057.a1.txt,1325.153374233129,1582.8220858895706,687.116564417178,588.9570552147239,0,0,0
in/USEcorpus/a1/0186.a1.txt,1234.2569269521412,1448.3627204030229,478.58942065491186,793.4508816120907,3,0,5
in/USEcorpus/a1/2066.a1.txt,1412.0667522464696,1347.8818998716301,1001.2836970474968,731.7073170731707,0,0,0
in/USEcorpus/a1/2017.a1.txt,1687.9795396419436,1138.1074168797954,677.7493606138107,524.2966751918159,0,0,0
in/USEcorpus/a1/1026.a1.txt,1000.0,1344.8275862068965,629.3103448275862,456.89655172413796,0,0,0
in/USEcorpus/a1/0194.a1.txt,1109.9691675231243,1469.6813977389518,791.3669064748201,688.5919835560123,2,0,5
in/USEcorpus/a1/0223.a1.txt,1308.562197092084,1195.4765751211633,807.7544426494346,613.8933764135703,0,0,0
in/USEcorpus/a1/2009.a1.txt,1236.7491166077739,1307.4204946996467,583.0388692579505,583.0388692579505,0,0,1
in/USEcorpus/a1/1038.a1.txt,1203.319502074689,1106.5006915629322,580.9128630705394,733.0567081604427,0,1,8
in/USEcorpus/a1/2074.a1.txt,1412.2137404580153,979.6437659033079,865.1399491094147,903.3078880407124,2,0,10
in/USEcorpus/a1/0205.a1.txt,1262.4584717607972,1461.7940199335549,708.7486157253599,642.3034330011074,2,0,0
in/USEcorpus/a1/1063.a1.txt,1241.2177985948479,1276.3466042154566,725.9953161592506,597.1896955503513,8,0,0
in/USEcorpus/a1/2031.a1.txt,1245.186136071887,1514.762516046213,744.5442875481386,757.3812580231065,0,0,1
in/USEcorpus/a1/1100.a1.txt,1282.633371169126,1396.1407491486946,805.9023836549376,590.2383654937571,0,0,0
in/USEcorpus/a1/1071.a1.txt,1386.255924170616,1315.1658767772512,616.1137440758293,485.78199052132703,4,0,4
in/USEcorpus/a1/0217.a1.txt,1174.8998664886515,1214.9532710280373,841.1214953271027,587.4499332443257,0,0,0
in/USEcorpus/a1/2040.a1.txt,1640.4886561954625,1308.9005235602094,645.7242582897032,628.2722513089005,2,0,1
in/USEcorpus/a1/2023.a1.txt,1205.8465286236296,1364.190012180268,609.0133982947625,706.4555420219244,3,0,0
in/USEcorpus/a1/0209.a1.txt,1309.2269326683293,1172.069825436409,598.503740648379,573.5660847880299,3,0,8
in/USEcorpus/a1/1112.a1.txt,1274.1751990898747,1478.9533560864618,637.0875995449373,830.4891922639363,0,0,0
in/USEcorpus/a1/1012.a1.txt,1627.0337922403003,1138.9236545682102,713.3917396745933,675.8448060075094,0,0,0
in/USEcorpus/a1/0196.a1.txt,1234.2857142857142,1280.0,731.4285714285714,594.2857142857143,9,0,0
in/USEcorpus/a1/0221.a1.txt,1308.1761006289307,1408.8050314465409,666.6666666666666,616.3522012578617,2,2,4
in/USEcorpus/a1/1047.a1.txt,1221.001221001221,1269.8412698412699,842.4908424908425,622.7106227106227,0,0,8
in/USEcorpus/a1/0188.a1.txt,1138.3108935128519,1297.4296205630355,648.7148102815178,673.1946144430844,3,0,3
in/USEcorpus/a1/2015.a1.txt,1431.6012725344647,1124.0721102863201,816.542948038176,615.0583244962885,2,0,0
in/USEcorpus/a1/1024.a1.txt,1322.5058004640373,1276.1020881670534,672.8538283062645,614.8491879350348,0,0,0
in/USEcorpus/a1/2068.a1.txt,1480.5194805194806,1324.6753246753246,597.4025974025974,545.4545454545454,0,0,0
in/USEcorpus/a1/2019.a1.txt,1406.025824964132,1348.6370157819224,659.9713055954089,602.5824964131995,1,0,0
in/USEcorpus/a1/1055.a1.txt,1566.8202764976957,1555.299539170507,564.516129032258,633.6405529953918,0,0,0
in/USEcorpus/a1/0233.a1.txt,1284.4036697247707,1153.3420707732635,786.3695937090433,563.564875491481,0,0,1
in/USEcorpus/a1/2064.a1.txt,1360.1036269430053,1450.7772020725388,556.9948186528497,556.9948186528497,0,0,0
in/USEcorpus/a1/2007.a1.txt,1442.4111948331538,1205.5974165769644,850.3767491926803,624.3272335844995,0,0,0
in/USEcorpus/a1/1036.a1.txt,1280.6539509536785,1362.397820163488,722.0708446866485,803.8147138964576,1,0,2
in/USEcorpus/a1/0130.a1.txt,1401.0282776349613,1131.1053984575835,874.0359897172236,681.2339331619537,1,0,4
in/USEcorpus/a1/3001.a1.txt,1182.5726141078837,1390.0414937759338,746.8879668049792,560.1659751037345,5,0,0
in/USEcorpus/a1/3062.a1.txt,1466.1654135338345,1484.9624060150377,639.0977443609022,563.9097744360902,0,0,6
in/USEcorpus/a1/1082.a1.txt,1207.7294685990337,1292.270531400966,603.8647342995168,615.9420289855072,1,0,2
in/USEcorpus/a1/0122.a1.txt,1548.9467162329615,1400.2478314745972,693.9281288723669,706.3197026022306,0,0,2
in/USEcorpus/a1/3013.a1.txt,1059.322033898305,1271.186440677966,656.7796610169493,677.9661016949152,3,6,0
in/USEcorpus/a1/1090.a1.txt,1305.4187192118227,1293.103448275862,554.1871921182266,615.7635467980296,11,3,0
in/USEcorpus/a1/0114.a1.txt,1196.9111969111968,1531.5315315315315,617.7606177606177,913.7709137709138,0,0,0
in/USEcorpus/a1/4042.a1.txt,1208.3333333333333,1229.1666666666665,645.8333333333334,583.3333333333334,0,0,1
in/USEcorpus/a1/0169.a1.txt,1395.9085439229843,1323.7063778580025,661.8531889290012,553.5499398315283,0,0,2
in/USEcorpus/a1/0177.a1.txt,1009.6153846153846,1370.1923076923078,697.1153846153846,625.0,1,0,0
in/USEcorpus/a1/0106.a1.txt,1541.3070283600493,1294.6979038224415,838.4710234278668,875.4623921085081,1,0,0
in/USEcorpus/a1/0118.a1.txt,1304.3478260869565,1317.5230566534915,632.4110671936759,658.7615283267457,0,0,1
in/USEcorpus/a1/0165.a1.txt,1472.8682170542636,1107.4197120708748,675.5260243632337,553.7098560354374,3,0,0
in/USEcorpus/a1/2060.a1.txt,1302.5210084033615,1400.5602240896358,770.3081232492998,560.2240896358544,0,0,1
in/USEcorpus/a1/0180.a1.txt,1251.5644555694619,1451.8147684605756,688.360450563204,738.4230287859825,0,0,13
in/USEcorpus/a1/1032.a1.txt,1302.2700119474312,1385.9020310633214,704.8984468339307,609.3189964157706,3,0,1
in/USEcorpus/a1/5015.a1.txt,1205.6737588652481,1252.9550827423166,591.016548463357,449.1725768321513,0,0,0
in/USEcorpus/a1/0192.a1.txt,935.1753453772582,1360.2550478214664,712.0085015940489,690.7545164718384,0,0,1
in/USEcorpus/a1/1043.a1.txt,1356.32183908046,1264.3678160919542,643.6781609195402,678.16091954023,0,0,0
in/USEcorpus/a1/1020.a1.txt,1250.0,1328.125,572.9166666666666,598.9583333333334,6,0,3
in/USEcorpus/a1/2011.a1.txt,1621.301775147929,1325.4437869822486,816.5680473372781,804.7337278106509,4,0,0
in/USEcorpus/a1/1008.a1.txt,1468.8601645123383,1316.0987074030552,564.042303172738,634.5475910693302,1,0,0
in/USEcorpus/a1/2044.a1.txt,1398.9637305699482,1450.7772020725388,556.9948186528497,595.8549222797927,2,0,0
in/USEcorpus/a1/0213.a1.txt,1400.7308160779535,1400.7308160779535,828.258221680877,548.1120584652863,0,0,2
in/USEcorpus/a1/2039.a1.txt,1343.6385255648038,1486.3258026159335,689.6551724137931,665.8739595719381,0,0,0
in/USEcorpus/a1/1016.a1.txt,1070.5882352941176,1082.3529411764705,694.1176470588235,776.4705882352941,0,0,0
in/USEcorpus/a1/2027.a1.txt,1498.2578397212542,1207.897793263647,754.9361207897794,673.6353077816493,7,0,2
in/USEcorpus/a1/5031.a1.txt,1268.8172043010754,1182.7956989247311,774.1935483870968,881.7204301075268,2,0,0
in/USEcorpus/a1/2056.a1.txt,1311.4754098360656,1256.8306010928961,614.7540983606557,696.7213114754097,0,0,3
in/USEcorpus/a1/1067.a1.txt,1400.8941877794337,1177.3472429210135,715.3502235469449,640.8345752608049,3,0,1
in/USEcorpus/a1/0201.a1.txt,1079.6221322537112,1417.004048582996,607.2874493927126,688.2591093117409,4,0,0
in/USEcorpus/a1/2048.a1.txt,1197.802197802198,1263.7362637362637,725.2747252747254,747.2527472527472,0,0,1
in/USEcorpus/a1/1004.a1.txt,1382.857142857143,1245.7142857142858,708.5714285714286,628.5714285714287,3,0,13
in/USEcorpus/a1/1104.a1.txt,1288.265306122449,1479.5918367346937,535.7142857142857,625.0,0,0,4
in/USEcorpus/a1/2035.a1.txt,1238.095238095238,1297.6190476190477,559.5238095238095,726.1904761904763,0,0,0
in/USEcorpus/a1/0102.a1.txt,1485.0299401197606,1197.6047904191616,682.6347305389221,479.0419161676647,1,0,0
in/USEcorpus/a1/0161.a1.txt,1493.6708860759493,1202.5316455696202,886.0759493670886,468.3544303797468,0,0,0
in/USEcorpus/a1/0110.a1.txt,1437.7406931964056,1399.2297817715018,834.403080872914,667.5224646983312,1,0,0
in/USEcorpus/a1/0173.a1.txt,1315.468940316687,1254.567600487211,730.816077953715,609.0133982947625,4,0,3
in/USEcorpus/a1/3042.a1.txt,1386.861313868613,1167.8832116788321,894.1605839416059,602.1897810218978,0,0,0
in/USEcorpus/a1/0145.a1.txt,1602.4096385542168,1180.722891566265,674.6987951807229,734.9397590361447,0,0,0
in/USEcorpus/a1/1094.a1.txt,1109.7256857855361,1296.7581047381545,660.847880299252,735.6608478802992,0,0,0
in/USEcorpus/a1/0138.a1.txt,1370.8690330477355,1272.9498164014688,758.8739290085679,722.1542227662178,1,0,0
in/USEcorpus/a1/4013.a1.txt,1315.2804642166343,1353.9651837524177,657.6402321083172,618.9555125725338,0,0,0
in/USEcorpus/a1/1098.a1.txt,1271.0280373831774,1345.7943925233644,570.0934579439252,719.6261682242991,8,0,0
in/USEcorpus/a1/0149.a1.txt,1243.9261418853255,1243.9261418853255,738.581146744412,738.581146744412,1,0,0
in/USEcorpus/a1/3005.a1.txt,1412.037037037037,1712.962962962963,648.1481481481482,555.5555555555555,1,0,0
in/USEcorpus/a1/0134.a1.txt,1355.9322033898304,1246.9733656174333,726.3922518159806,1162.227602905569,0,0,0
in/USEcorpus/a1/1086.a1.txt,1038.1861575178998,1145.584725536993,704.0572792362769,775.6563245823389,13,0,2
in/USEcorpus/a1/0157.a1.txt,1131.2217194570135,1572.3981900452488,542.9864253393665,486.42533936651586,0,0,0
in/USEcorpus/a1/3066.a1.txt,1717.9902755267424,1053.484602917342,810.3727714748785,615.8833063209075,1,1,2
in/USEcorpus/a1/0171.a1.txt,1386.6039952996475,1351.3513513513515,611.0458284371327,705.0528789659224,0,1,2
in/USEcorpus/a1/3040.a1.txt,1168.0911680911681,1737.891737891738,940.1709401709402,655.2706552706553,0,0,0
in/USEcorpus/a1/3023.a1.txt,1111.111111111111,1346.1538461538462,641.025641025641,598.2905982905983,0,0,3
in/USEcorpus/a1/0112.a1.txt,1314.2174432497013,1278.3751493428913,788.5304659498207,681.0035842293908,0,0,1
in/USEcorpus/a1/0163.a1.txt,1356.5891472868216,1124.031007751938,568.4754521963824,956.0723514211886,0,0,0
in/USEcorpus/a1/0100.a1.txt,1533.0520393811535,1223.6286919831225,801.6877637130802,534.4585091420535,0,0,0
in/USEcorpus/a1/0155.a1.txt,1028.1517747858018,1554.467564259486,734.3941248470012,820.0734394124846,0,0,0
in/USEcorpus/a1/0128.a1.txt,1362.5304136253042,1216.54501216545,644.7688564476886,729.92700729927,0,0,0
in/USEcorpus/a1/3064.a1.txt,1543.3403805496828,1395.3488372093022,676.5327695560254,676.5327695560254,0,0,0
